t,M,r,abs_r,C_mean,chartist_frac,fundamentalist_frac
2393,-0.232421875,-0.2381554319143706,0.2381554319143706,0.232421875,0.3837890625,0.6162109375
2394,-0.2578125,0.10367800574344521,0.10367800574344521,0.2578125,0.37109375,0.62890625
2395,-0.25390625,-0.015267412457362184,0.015267412457362184,0.25390625,0.373046875,0.626953125
2396,-0.234375,-0.08004237946975445,0.08004237946975445,0.234375,0.3828125,0.6171875
2397,-0.2734375,0.15415007030586358,0.15415007030586358,0.2734375,0.36328125,0.63671875
2398,-0.255859375,-0.06644484815501395,0.06644484815501395,0.255859375,0.3720703125,0.6279296875
2399,-0.220703125,-0.14780888191493302,0.14780888191493302,0.220703125,0.3896484375,0.6103515625
2400,-0.271484375,0.2070852669016181,0.2070852669016181,0.271484375,0.3642578125,0.6357421875
2401,-0.234375,-0.14698160713753472,0.14698160713753472,0.234375,0.3828125,0.6171875
2402,-0.291015625,0.21645373274155544,0.21645373274155544,0.291015625,0.3544921875,0.6455078125
2403,-0.240234375,-0.191761224215786,0.191761224215786,0.240234375,0.3798828125,0.6201171875
2404,-0.283203125,0.16454875548344305,0.16454875548344305,0.283203125,0.3583984375,0.6416015625
2405,-0.251953125,-0.11692090010277933,0.11692090010277933,0.251953125,0.3740234375,0.6259765625
2406,-0.232421875,-0.08068857772276172,0.08068857772276172,0.232421875,0.3837890625,0.6162109375
2407,-0.244140625,0.04919003767063068,0.04919003767063068,0.244140625,0.3779296875,0.6220703125
2408,-0.251953125,0.03149854005213104,0.03149854005213104,0.251953125,0.3740234375,0.6259765625
2409,-0.2421875,-0.039530678717273116,0.039530678717273116,0.2421875,0.37890625,0.62109375
2410,-0.2578125,0.0625201067379566,0.0625201067379566,0.2578125,0.37109375,0.62890625
2411,-0.244140625,-0.05448796807281453,0.05448796807281453,0.244140625,0.3779296875,0.6220703125
2412,-0.275390625,0.12044568828333646,0.12044568828333646,0.275390625,0.3623046875,0.6376953125
2413,-0.248046875,-0.10457240363072118,0.10457240363072118,0.248046875,0.3759765625,0.6240234375
2414,-0.265625,0.06846753248831994,0.06846753248831994,0.265625,0.3671875,0.6328125
2415,-0.287109375,0.07777741933102011,0.07777741933102011,0.287109375,0.3564453125,0.6435546875
2416,-0.2421875,-0.1701503751370974,0.1701503751370974,0.2421875,0.37890625,0.62109375
2417,-0.25390625,0.04725269428059442,0.04725269428059442,0.25390625,0.373046875,0.626953125
2418,-0.22265625,-0.1313354492968848,0.1313354492968848,0.22265625,0.388671875,0.611328125
2419,-0.287109375,0.2542331301533878,0.2542331301533878,0.287109375,0.3564453125,0.6435546875
2420,-0.228515625,-0.22825775890931066,0.22825775890931066,0.228515625,0.3857421875,0.6142578125
2421,-0.28515625,0.22143181769494524,0.22143181769494524,0.28515625,0.357421875,0.642578125
2422,-0.23046875,-0.21292116511220027,0.21292116511220027,0.23046875,0.384765625,0.615234375
2423,-0.271484375,0.16378865313784297,0.16378865313784297,0.271484375,0.3642578125,0.6357421875
2424,-0.2265625,-0.18088301168741783,0.18088301168741783,0.2265625,0.38671875,0.61328125
2425,-0.2890625,0.2436211283278631,0.2436211283278631,0.2890625,0.35546875,0.64453125
2426,-0.23046875,-0.22652676977828823,0.22652676977828823,0.23046875,0.384765625,0.615234375
2427,-0.244140625,0.057628869854610354,0.057628869854610354,0.244140625,0.3779296875,0.6220703125
2428,-0.287109375,0.16211823647195533,0.16211823647195533,0.287109375,0.3564453125,0.6435546875
2429,-0.2421875,-0.1701503751370974,0.1701503751370974,0.2421875,0.37890625,0.62109375
2430,-0.28515625,0.163324433922732,0.163324433922732,0.28515625,0.357421875,0.642578125
2431,-0.23828125,-0.1795848871057406,0.1795848871057406,0.23828125,0.380859375,0.619140625
2432,-0.26953125,0.1232321538494876,0.1232321538494876,0.26953125,0.365234375,0.634765625
2433,-0.248046875,-0.08306627734872163,0.08306627734872163,0.248046875,0.3759765625,0.6240234375
2434,-0.259765625,0.046161859891876045,0.046161859891876045,0.259765625,0.3701171875,0.6298828125
2435,-0.248046875,-0.046161859891876045,0.046161859891876045,0.248046875,0.3759765625,0.6240234375
2436,-0.24609375,-0.007905147511242383,0.007905147511242383,0.24609375,0.376953125,0.623046875
2437,-0.28515625,0.14732415811621702,0.14732415811621702,0.28515625,0.357421875,0.642578125
2438,-0.240234375,-0.1714216105861226,0.1714216105861226,0.240234375,0.3798828125,0.6201171875
2439,-0.265625,0.1004701324694679,0.1004701324694679,0.265625,0.3671875,0.6328125
2440,-0.248046875,-0.06846753248831994,0.06846753248831994,0.248046875,0.3759765625,0.6240234375
2441,-0.25,0.007843145965089171,0.007843145965089171,0.25,0.375,0.625
2442,-0.298828125,0.17840700388044795,0.17840700388044795,0.298828125,0.3505859375,0.6494140625
2443,-0.27734375,-0.07461060456350177,0.07461060456350177,0.27734375,0.361328125,0.638671875
2444,-0.240234375,-0.1436421452631833,0.1436421452631833,0.240234375,0.3798828125,0.6201171875
2445,-0.28515625,0.1714216105861226,0.1714216105861226,0.28515625,0.357421875,0.642578125
2446,-0.22265625,-0.24740718893902236,0.24740718893902236,0.22265625,0.388671875,0.611328125
2447,-0.28125,0.233613915512755,0.233613915512755,0.28125,0.359375,0.640625
